Time,Conductivity,Temperature,Pressure,Temperature,Dissolved O₂ concentration,DO (mg/L),PAR,pH,Turbidity,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Dissolved O₂ saturation,Density anomaly
7/27/2022 11:39,0.047524784,22.08172607,9.892990112,22.00289917,285.8685303,9.147792969,195.3134766,7.783632278,0.562255859,-0.239509583,-0.237556458,0.029332621,1488.602905,50.33013916,104.7474442,
7/27/2022 11:39,0.047846239,22.04238892,9.893037796,21.70739937,286.200592,9.158418945,198.9594727,7.742835999,0.263183594,-0.239461899,-0.237509161,0.029485449,1488.48877,50.71091461,104.2710342,
7/27/2022 11:39,0.009353077,21.7571106,9.893378258,21.98779869,277.3711853,8.87587793,2729.07373,7.780325413,0.080078125,-0.239121437,-0.237171471,0.01306236,1487.638062,9.970651627,101.5946045,
7/27/2022 11:39,0.047067542,22.06759644,9.893632889,22.00289917,285.8688965,9.147804688,212.1313477,7.771740437,0.221923828,-0.238866806,-0.236918926,0.029128425,1488.561646,49.86015701,104.7474365,
7/27/2022 11:39,0.008523997,21.89712524,9.89458847,22.00289917,285.8959656,9.148670898,220.5390625,7.869549751,0.120117188,-0.237911224,-0.235971123,0.012801035,1488.046875,9.060996056,104.7474289,
7/27/2022 11:39,0.008415687,21.77932739,9.894683838,22.00289917,285.8961182,9.148675781,529.8745117,8.001821518,0.368408203,-0.237815857,-0.235876545,0.012729015,1487.702759,8.967308998,104.7474442,
7/27/2022 11:39,0.0092642,21.82128906,9.895133018,22.00289917,285.8955688,9.148658203,200.0195313,7.987486362,1.125732422,-0.237366676,-0.235431015,0.013047341,1487.825928,9.863018036,104.7474365,
7/27/2022 11:39,0.048276421,21.978302,9.895149231,22.00289917,285.8679199,9.147773438,294.4458008,7.786508083,0.345458984,-0.237350464,-0.235414937,0.029692797,1488.302856,51.23332596,104.7474365,
7/27/2022 11:39,0.048768308,22.01519775,9.89520359,22.00289917,285.8675842,9.147762695,253.2407227,7.767483234,1.186523438,-0.237296104,-0.235361025,0.029908856,1488.410278,51.71665955,104.7474365,
7/27/2022 11:39,0.008876548,21.55386353,9.895709038,21.73530006,277.859375,8.8915,2634.844238,7.758337021,-0.024902344,-0.236790657,-0.234859705,0.012832088,1487.041382,9.501978874,101.2771149,
7/27/2022 11:39,0.045080289,21.97180176,9.896056175,22.00289917,285.8703613,9.147851563,278.2475586,7.767071247,0.469482422,-0.23644352,-0.234515399,0.028246528,1488.282227,47.84773254,104.7474442,
7/27/2022 11:39,0.007982483,21.0960083,9.896262169,20.82479858,277.050415,8.865613281,2627.913574,7.8932724,-0.026611328,-0.236237526,-0.234311074,0.012375789,1485.684692,8.625666618,99.20207977,
7/27/2022 11:39,0.008431025,21.56738281,9.896285057,21.73530006,277.8596497,8.891508789,184.2626953,7.858681679,-0.025390625,-0.236214638,-0.23428838,0.012674272,1487.081055,9.02257061,101.2771072,
7/27/2022 11:39,0.008582973,21.08505249,9.896343231,20.82479858,277.0500488,8.865601563,2614.588379,7.909745693,-0.026123047,-0.236156464,-0.234230682,0.012591983,1485.652344,9.276638031,99.20207214,
7/27/2022 11:39,0.008109999,21.11862183,9.896356583,21.03039932,275.6654053,8.821292969,2642.499512,7.989505291,-0.026611328,-0.236143112,-0.234217435,0.012428669,1485.752197,8.759368896,99.1055069,
7/27/2022 11:39,0.008884346,21.57867432,9.896368027,21.73530006,277.859375,8.8915,166.3271484,7.831438541,-0.024658203,-0.236131668,-0.23420608,0.012841856,1487.11438,9.505505562,101.2771225,
7/27/2022 11:39,0.008996655,21.61599731,9.896386147,21.98779869,277.37146,8.875886719,392.8925781,7.81978035,-0.024902344,-0.236113548,-0.23418811,0.012893222,1487.224243,9.618330956,101.5945969,
7/27/2022 11:39,0.008744837,21.46255493,9.896389008,21.73530006,277.8595276,8.891504883,2199.07666,7.787625313,-0.025878906,-0.236110687,-0.234185278,0.012758426,1486.772217,9.378497124,101.2771149,
7/27/2022 11:39,0.008365856,21.13653564,9.896430016,21.03039932,275.6652222,8.821287109,2659.38623,8.022248268,-0.027587891,-0.236069679,-0.234144598,0.012527106,1485.805664,9.032373428,99.10549927,
7/27/2022 11:39,0.008985111,21.23382568,9.896478653,21.48530006,280.3119507,8.969982422,255.4111328,7.918284416,-0.025390625,-0.236021042,-0.234096363,0.012782516,1486.095215,9.681541443,101.6758881,
7/27/2022 11:39,0.007745994,21.10662842,9.896622658,20.82479858,277.0505371,8.865617188,2629.430176,7.802523136,-0.026367188,-0.235877037,-0.233953536,0.012293568,1485.716431,8.368288994,99.20207214,
7/27/2022 11:39,0.007463543,21.08996582,9.896671295,20.82479858,277.0507202,8.865623047,2620.734863,8.006354332,-0.026367188,-0.2358284,-0.233905286,0.012187429,1485.666626,8.065919876,99.20207977,
7/27/2022 11:39,0.007973949,21.69726563,9.89669323,21.98779869,277.3720398,8.875905273,2814.280762,7.855506897,-0.019287109,-0.235806465,-0.23388353,0.012548178,1487.46228,8.510831833,101.5946121,
7/27/2022 11:39,0.009337558,21.74447632,9.896702766,21.98779869,277.3712158,8.875878906,1593.418457,7.819891453,0.008300781,-0.235796928,-0.233874083,0.013053235,1487.601196,9.956669807,101.5945969,
7/27/2022 11:39,0.009272237,21.1242981,9.896718979,21.03039932,275.6647034,8.821270508,2644.856934,7.993968964,-0.025878906,-0.235780716,-0.233857989,0.01285882,1485.769653,10.0134964,99.10549927,
7/27/2022 11:39,0.008299699,21.15698242,9.896752357,21.25479889,274.8756104,8.796019531,2673.998535,8.032458305,-0.026123047,-0.235747337,-0.233824894,0.012508857,1485.866577,8.957169533,99.25659943,
7/27/2022 11:39,0.009361074,21.25872803,9.896924973,21.48530006,280.3117065,8.969974609,248.3256836,7.932439327,-0.025146484,-0.235574722,-0.233653679,0.012929059,1486.169312,10.08148003,101.6758881,
7/27/2022 11:39,0.009264221,21.14736938,9.896941185,21.03039932,275.6647339,8.821271484,2671.442871,8.032598495,-0.026611328,-0.23555851,-0.233637601,0.012862209,1485.838257,10.00008011,99.10552216,
7/27/2022 11:39,0.008028508,21.13510132,9.896951675,21.03039932,275.6654358,8.821293945,2653.23291,8.019345284,-0.026855469,-0.235548019,-0.2336272,0.012403927,1485.80127,8.668406487,99.10549927,
7/27/2022 11:39,0.009294967,21.72058105,9.896965027,21.98779869,277.3712769,8.875880859,1953.809082,7.845697403,-0.012939453,-0.235534668,-0.233613953,0.013031116,1487.53125,9.916079521,101.5946121,
7/27/2022 11:39,0.008361818,21.11151123,9.896988869,21.03039932,275.6652527,8.821288086,2638.223145,7.928643703,-0.026611328,-0.235510826,-0.233590305,0.012518408,1485.731201,9.032676697,99.10551453,
7/27/2022 11:39,0.009050885,21.42971802,9.897016525,21.73530006,277.859375,8.8915,225.4228516,7.789058685,-0.025390625,-0.23548317,-0.233562872,0.0128614,1486.675415,9.713254929,101.2771378,
7/27/2022 11:39,0.008001851,21.10101318,9.897031784,20.82479858,277.050415,8.865613281,2646.094238,7.846167088,-0.026367188,-0.235467911,-0.233547747,0.012384276,1485.699707,8.645702362,99.2020874,
7/27/2022 11:39,0.008500773,21.64407349,9.897068024,21.98779869,277.3717651,8.875896484,699.9389648,7.996834278,-0.023193359,-0.235431671,-0.233511791,0.012721207,1487.306519,9.082975388,101.5946045,
7/27/2022 11:39,0.008210892,21.09820557,9.897089005,20.82479858,277.050293,8.865609375,2646.453613,7.838805676,-0.027832031,-0.23541069,-0.233490989,0.012459435,1485.691406,8.872076988,99.20207977,
7/27/2022 11:39,0.007873544,21.1395874,9.897129059,21.03039932,275.6655273,8.821296875,2667.384277,8.078482628,-0.028808594,-0.235370636,-0.233451262,0.012349246,1485.814575,8.500305176,99.10549927,
7/27/2022 11:39,0.007927647,21.15698242,9.897130013,21.25479889,274.875885,8.79602832,2687.520996,8.032784462,-0.026855469,-0.235369682,-0.233450308,0.012373882,1485.866333,8.555644989,99.25660706,
7/27/2022 11:39,0.008481476,21.16073608,9.897190094,21.25479889,274.8755493,8.796017578,1826.910156,8.097595215,-0.025390625,-0.235309601,-0.233390719,0.012576377,1485.877686,9.152638435,99.25661469,
7/27/2022 11:39,0.008981199,21.29977417,9.897191048,21.48530006,280.3119202,8.969981445,228.2797852,8.052542686,-0.025390625,-0.235308647,-0.23338978,0.012799513,1486.290894,9.66421032,101.6758728,
7/27/2022 11:39,0.008481476,21.16674805,9.897226334,21.25479889,274.8755493,8.796017578,438.7158203,7.87122488,-0.024658203,-0.235273361,-0.233354777,0.012578102,1485.89563,9.151504517,99.25661469,
7/27/2022 11:39,0.009403585,21.59741211,9.897273064,21.98779869,277.3712463,8.875879883,887.8193359,8.421299934,-0.024658203,-0.235226631,-0.233308434,0.013037466,1487.169678,10.05719566,101.5945969,
7/27/2022 11:39,0.007679836,21.15679932,9.897299767,21.25479889,274.8760071,8.796032227,2688.879395,8.047279358,-0.026123047,-0.235199928,-0.23328194,0.012284725,1485.865601,8.288234711,99.25661469,
7/27/2022 11:39,0.0085977,21.16067505,9.897317886,21.25479889,274.8754883,8.796015625,2670.850098,8.035491943,-0.026611328,-0.235181808,-0.233263969,0.012619,1485.877686,9.278071404,99.25660706,
7/27/2022 11:39,0.047454957,21.91696167,9.897427559,21.70739937,286.2008972,9.158428711,195.4038086,7.766355991,0.098632813,-0.235072136,-0.233155191,0.029331401,1488.123901,50.42424011,104.2710571,
7/27/2022 11:39,0.009570005,21.51431274,9.897438049,21.73530006,277.8590088,8.891488281,172.5356445,7.698276043,-0.025634766,-0.235061646,-0.23314479,0.013076491,1486.925293,10.25258827,101.2771149,
7/27/2022 11:39,0.008478043,21.12936401,9.89744091,21.03039932,275.6651917,8.821286133,2652.552246,8.001233101,-0.026855469,-0.235058784,-0.233141944,0.012566117,1485.784302,9.154852867,99.1055069,
7/27/2022 11:39,0.007861617,21.20321655,9.897577286,21.48530006,280.3126221,8.970003906,254.5136719,7.856874943,-0.027832031,-0.234922409,-0.233006686,0.012363706,1486.003784,8.476306915,101.6758804,
