Time,Conductivity,Temperature,Pressure,Temperature,Dissolved O₂ concentration,DO (mg/L),PAR,pH,Turbidity,Sea pressure,Depth,Salinity,Speed of sound,Specific conductivity,Dissolved O₂ saturation,Density anomaly
7/27/2022 11:34,0.002368244,28.08099365,9.919176102,28.58650017,253.0294037,8.096940918,2460.618652,21.69377708,0.431884766,-0.213323593,-0.211584002,0.012978018,1504.596558,2.236625671,104.6530914,
7/27/2022 11:34,0.001098642,28.07366943,9.918784142,28.58650017,253.029541,8.096945313,2280.856934,23.5446701,0.37109375,-0.213715553,-0.211972773,0.012877358,1504.578613,1.037720323,104.6530914,
7/27/2022 11:34,0.001331822,28.0663147,9.91864872,28.58650017,253.029541,8.096945313,1554.100586,25.64361954,0.400634766,-0.213850975,-0.212107077,0.012877749,1504.560547,1.258136868,104.6530914,
7/27/2022 11:34,0.001641162,28.05978394,9.918842316,28.58650017,253.0295258,8.096944824,830.762207,27.34476471,0.433837891,-0.213657379,-0.211915061,0.012892412,1504.544678,1.550544858,104.6531067,
7/27/2022 11:34,0.00112785,28.05447388,9.918291092,28.58650017,253.029541,8.096945313,435.0043945,29.12411118,0.562255859,-0.214208603,-0.212461799,0.01287093,1504.531616,1.06567812,104.6530914,
7/27/2022 11:34,0.001796517,28.05331421,9.918372154,28.58650017,253.0294952,8.096943848,396.9165039,30.75520134,0.584472656,-0.214127541,-0.212381393,0.012903195,1504.528809,1.697520733,104.6531067,
7/27/2022 11:34,0.002397483,28.05368042,9.918119431,28.56099892,252.7273407,8.087274902,1275.893066,32.16771698,0.422119141,-0.214380264,-0.21263206,0.01297362,1504.529785,2.26535511,104.481308,
7/27/2022 11:34,0.001214896,28.05105591,9.91845417,28.56099892,252.7274933,8.087279785,1972.319824,34.7819519,0.446777344,-0.214045525,-0.212300047,0.012870201,1504.523315,1.147996545,104.4813156,
7/27/2022 11:34,0.001796517,28.0475769,9.919010162,28.56099892,252.7274475,8.08727832,2273.291992,35.56661987,0.077392578,-0.213489532,-0.211748585,0.012901383,1504.514771,1.697696447,104.4813156,
7/27/2022 11:34,0.002106529,28.04702759,9.918791771,28.56099892,252.727417,8.087277344,2379.538574,36.50986862,0.102783203,-0.213707924,-0.211965203,0.012933871,1504.513428,1.990675688,104.4813156,
7/27/2022 11:34,0.00228164,28.04534912,9.918796539,28.56099892,252.7273865,8.087276367,2452.328613,38.0904007,-0.287109375,-0.213703156,-0.211960465,0.012955307,1504.509277,2.15622139,104.4813232,
7/27/2022 11:34,0.000982387,28.04324341,9.917945862,28.56099892,252.727478,8.087279297,1016.128418,39.76889038,0.064941406,-0.214553833,-0.212804213,0.012870181,1504.50415,0.928422034,104.481308,
7/27/2022 11:34,0.001253998,28.04013062,9.918584824,28.56099892,252.7275085,8.087280273,2565.590332,40.67297363,0.816162109,-0.213914871,-0.212170467,0.012867307,1504.496582,1.185178995,104.4813156,
7/27/2022 11:34,0.001757766,28.03771973,9.918811798,28.56099892,252.7274628,8.087278809,2612.588379,41.48464966,-0.557373047,-0.213687897,-0.21194534,0.012894817,1504.490601,1.661372781,104.4813156,
7/27/2022 11:34,0.002261535,28.03277588,9.920368195,28.56619835,253.5069885,8.112223633,2668.879395,41.6194458,-0.156738281,-0.2121315,-0.210401624,0.012948763,1504.478516,2.137705564,104.813179,
7/27/2022 11:34,0.001350876,28.02954102,9.91849041,28.56619835,253.5070953,8.112227051,2672.893066,41.4830246,1.122802734,-0.214009285,-0.212264106,0.012866585,1504.470581,1.276984453,104.8131714,
7/27/2022 11:34,0.001166952,28.0317688,9.918188095,28.56619835,253.5070801,8.112226563,2725.480957,41.48632813,0.263183594,-0.2143116,-0.212563947,0.01286358,1504.476074,1.103076577,104.8131714,
7/27/2022 11:34,0.0034047,28.03503418,9.917105675,28.56619835,253.5066986,8.112214355,2798.128418,41.48390198,0.532714844,-0.21539402,-0.213637546,0.013136139,1504.484253,3.218147039,104.8131714,
7/27/2022 11:34,0.001224728,28.03598022,9.917354584,28.56619835,253.5070801,8.112226563,2834.906738,41.4806633,0.132324219,-0.215145111,-0.213390663,0.012865471,1504.486328,1.157602191,104.8131714,
7/27/2022 11:34,0.001263832,28.03179932,9.918016434,28.56619835,253.5070801,8.112226563,2838.981934,41.48039246,0.013427734,-0.214483261,-0.212734208,0.012864824,1504.476074,1.194652677,104.8131714,
7/27/2022 11:34,0.00218435,28.02783203,9.917766571,28.56619835,253.5069733,8.112223145,2625.683105,41.48165512,-0.016601563,-0.214733124,-0.212982044,0.012937359,1504.466431,2.06493187,104.8131638,
7/27/2022 11:34,0.00200965,28.01663208,9.917818069,28.56619835,253.507019,8.112224609,2850.089355,41.48503113,-0.024658203,-0.214681625,-0.212930962,0.012913218,1504.438965,1.900166392,104.8131714,
7/27/2022 11:34,0.002058234,27.98806763,9.917099953,28.63009834,262.6413269,8.404522461,2837.916504,41.49431229,-0.028320313,-0.215399742,-0.213643223,0.012909761,1504.369019,1.947108269,108.7118301,
7/27/2022 11:34,0.001321606,27.95834351,9.917485237,28.63009834,262.6414185,8.404525391,2838.580566,41.50262451,-0.029052734,-0.215014458,-0.213261083,0.012842698,1504.296021,1.250923753,108.7118301,
7/27/2022 11:34,0.001515045,27.94393921,9.916680336,28.63009834,262.6414185,8.404525391,736.3666992,41.50636292,-0.028808594,-0.215819359,-0.214059412,0.012847025,1504.260742,1.434389949,108.7118301,
7/27/2022 11:34,0.001912421,27.94491577,9.91734314,28.63009834,262.6413574,8.404523438,2003.783203,41.50461197,-0.029296875,-0.215156555,-0.213402018,0.01288023,1504.263184,1.810579896,108.7118073,
7/27/2022 11:34,0.001070456,27.94546509,9.926047325,28.63009834,262.64151,8.40452832,225.1743164,41.50437546,-0.032470703,-0.20645237,-0.204768807,0.012836115,1504.264526,1.013441324,108.711853,
7/27/2022 11:34,0.00214528,27.94656372,9.916675568,28.63009834,262.6413269,8.404522461,1959.606445,41.50397491,-0.030517578,-0.215824127,-0.214064151,0.012907134,1504.267212,2.030978203,108.7118301,
7/27/2022 11:34,0.000711479,27.95306396,9.917001724,28.63009834,262.6413879,8.404524414,1708.224609,41.50233078,-0.030273438,-0.215497971,-0.213740647,0.012861111,1504.283203,0.673491716,108.7118301,
7/27/2022 11:34,0.001883502,27.95150757,9.91669178,28.63009834,262.6413574,8.404523438,285.3374023,41.50282288,-0.031738281,-0.215807915,-0.214048073,0.012879366,1504.279297,1.782988071,108.7118073,
